"genbank_accession","species","temperature_optimum","temperature_min","temperature_max","reported_temperature_optimum","reported_temperature_max","reported_temperature_min","partition_temperature"
"GCA_003391115","Sphingomonas_I crusticola",31.1446139490955,14.8030998144515,41.2521782059325,25,37,10,"test"
"GCA_009755815","Sphingomonas_M formosensis",30.8734669811207,13.3257817888702,39.909668872088,30,37,25,"test"
"GCA_011926545","Sphingopyxis italica",28.2431182644964,11.6030947212117,38.1651362926034,27.5,30,10,"test"
"GCA_002993885","Sphingopyxis lindanitolerans",27.6944281004916,10.709593830099,37.032370687142,26.5,37,12,"test"
"GCA_018682675","Sphingopyxis soli",31.356661309343,15.3938809274594,40.771350210871,30,42,15,"test"
"GCA_015475875","Sphingopyxis solisilvae",30.1648816881336,13.8834077269545,39.3297171722005,30,42,15,"test"
"GCA_001889025","Sphingorhabdus_B lutea",23.3837039992619,7.39854690151336,30.9977266205685,35,40,4,"test"
"GCA_003367235","Sphingorhabdus_B pulchriflava",28.3078771160873,12.4824094954935,36.9430228055974,25,45,10,"test"
"GCA_003634215","Sphingosinicella microcystinivorans",26.729135928549,9.26253286800069,35.4499756882945,30,37,10,"test"
"GCA_014199685","Sphingosinicella soli",24.158558395255,7.09891870297611,32.7529236463344,30,37,4,"test"
"GCA_002870965","Tsuneonella flava",27.925861664377,11.7977126008497,37.7160646579038,34,40,13,"test"
"GCA_900102465","Thalassobaculum litoreum",28.9821170125017,10.3490124588164,38.0225918607902,32.5,35,10,"test"
"GCA_002355735","Sulfuricaulis limicola",39.6981580598406,23.4386550879074,48.694915380609,30,37,8,"train"
"GCA_003721225","Acidithiobacillus_B sulfuriphilus",37.3111789385185,17.2843967774007,45.4413377355336,26.5,30,15,"train"
"GCA_014651515","Arenicella chitinivorans",29.1851164275891,13.7315519800598,37.4021166890239,26.5,38,4,"train"
"GCA_003315245","Arenicella xantha",26.5994578714196,12.1091440740302,34.5292957629913,26.5,35,5,"train"
"GCA_000698555","Caballeronia grimmiae",28.5326958044622,11.7084270810975,37.9632428251048,29,40,10,"train"
"GCA_000698575","Caballeronia zhejiangensis",29.1283277541204,11.4616358891939,38.4629145160465,30,40,4,"train"
"GCA_018304965","Collimonas antrihumi",23.9447241888336,6.79031635701954,33.2719690565007,25,30,4,"train"
"GCA_001598055","Cupriavidus nantongensis",33.9550039403885,16.6387868146798,43.7577141625599,33.5,42,20,"train"
"GCA_009857835","Duganella fentianensis",26.1181456050114,12.3062670094259,35.0745589089289,24,34,4,"train"
"GCA_009857915","Duganella sp009857915",23.9948910730152,9.55348538695095,32.7603709071971,24,34,4,"train"
"GCA_014652675","Formosimonas limnophila",26.1093812351663,10.7738818263508,36.1292540554065,20,37,10,"train"
"GCA_011947285","Glaciimonas immobilis",21.536802641186,4.68471824987975,30.0299309667546,10,20,1,"train"
"GCA_009497155","Glaciimonas soli",20.1404164519587,1.96444281763767,29.3356708059053,12.5,25,4,"train"
"GCA_001189915","Herbaspirillum autotrophicum",20.8930747626832,1.750189146285,29.8967841736307,28,35,10,"train"
"GCA_001189965","Herbaspirillum rhizosphaerae",23.5787067182278,5.88141395640109,32.7884962876192,27.5,34,4,"train"
"GCA_002213415","Herbaspirillum robiniae",27.0275040525913,8.62424909604285,36.6185306844936,27.5,45,4,"train"
"GCA_001929405","Herbaspirillum seropedicae",27.1253780912368,8.39938199501691,36.8995832079605,35.5,40,15,"train"
"GCA_005871185","Limnobacter alexandrii",21.936932834148,4.2244231622049,30.2825261581391,33,42,10,"train"
"GCA_002927045","Mycetohabitans endofungorum",33.866627120968,18.1102049598147,43.4439510011868,30.5,45,16,"train"
"GCA_000198775","Mycetohabitans rhizoxinica",32.656031592755,15.5876618024059,41.4440490621821,30.5,45,16,"train"
"GCA_000684975","Paraburkholderia acidipaludis",30.2229467946841,12.1739786436607,39.8994564185851,30,37,17,"train"
"GCA_002278075","Paraburkholderia aromaticivorans",28.4253072626084,10.8705094880436,38.0244854506486,27.5,37,20,"train"
"GCA_900108945","Paraburkholderia diazotrophica",28.808224104946,11.2415860896563,38.1254648058144,33.5,40,15,"train"
"GCA_003837865","Paraburkholderia dinghuensis",27.708645509532,9.56840732452069,36.4722365225641,30.5,37,15,"train"
"GCA_000739775","Paraburkholderia heleia",29.0872025637071,10.833497898839,38.2027260593342,32,42,17,"train"
"GCA_000685075","Paraburkholderia oxyphila",29.7670329732943,12.2684334123453,38.9806015068415,30,40,15,"train"
"GCA_004524855","Paraburkholderia oxyphila",29.3219757352897,11.6585697366501,38.4569018218171,30.5,37,4,"train"
"GCA_004353915","Paraburkholderia silviterrae",27.4610471871834,9.47246720526633,36.5279920203926,26.5,42,4,"train"
"GCA_003429005","Paraburkholderia sp003429005",25.3952180600247,8.25134769124344,35.0119167220799,30.5,37,4,"train"
"GCA_902833865","Paraburkholderia tropica",26.6411085105539,9.20406633526373,36.5706719304217,30,42,7,"train"
"GCA_004322755","Pseudoduganella albidiflava",25.0865360594456,8.85346317025785,34.8245759299634,29,45,10,"train"
"GCA_009857595","Pseudoduganella aquatica",24.0140286722912,8.5219709679732,33.9709315550948,24,34,4,"train"
"GCA_014644155","Pseudoduganella buxea",24.5033301854088,7.1042280238923,34.2708302830957,29,37,10,"train"
"GCA_009727155","Pseudoduganella dura",25.0792111968851,7.97320846113702,34.8628811710754,29,45,10,"train"
"GCA_009789595","Pseudoduganella flava",28.1888504726285,11.542933523449,38.4016703458571,29,45,10,"train"
"GCA_009857475","Pseudoduganella guangdongensis",26.2279172924331,9.61199597011361,35.9518358728808,24,37,10,"train"
"GCA_004209755","Pseudoduganella lutea",23.4047557816559,5.82284550223068,32.7871294169575,29,45,10,"train"
"GCA_900116645","Pseudoduganella namucuonensis",24.4295858736308,7.61288028360904,34.2763806517159,29,37,4,"train"
"GCA_014651435","Pseudoduganella plicata",25.6082375066269,8.1278583836524,35.3164066627339,29,45,10,"train"
"GCA_002976435","Solimicrobium silvestre",15.2682482928142,0,22.3220253840513,20,28,0,"train"
"GCA_024756255","Telluria agilis",29.3928922258683,12.2311667320166,39.0090437328594,32.5,45,4,"train"
"GCA_024753255","Telluria agri",28.984352022692,11.1787404830623,38.4793225732178,30,45,4,"train"
"GCA_000427785","Telluria alkalitolerans",27.9766409686936,9.78045902530486,37.2319700883633,32.5,55,4,"train"
"GCA_000382345","Telluria niastensis",29.3588665225124,11.565009416904,38.3289548875592,28,40,5,"train"
"GCA_002968015","Telluria phosphatilytica",28.0823616104186,11.4491639622991,38.0432351454447,29,37,4,"train"
"GCA_024753285","Telluria pinisoli",29.5069200139363,12.3145505254249,39.4385716902066,34.5,37,10,"train"
"GCA_014641415","Telluria psychrophila",22.195252405757,4.43799178874122,30.9219436122583,15,25,10,"train"
"GCA_024753215","Telluria solisilvae",30.0207910088576,12.9463463077153,39.551813188665,32.5,45,4,"train"
"GCA_024753145","Telluria terrae",29.0963969860885,11.8020102754334,38.3459668729101,32.5,45,4,"train"
"GCA_003390925","Trinickia diaoshuihuensis",29.4226419756726,12.9500929292495,39.0310687893465,30,40,10,"train"
"GCA_003367175","Trinickia dinghuensis",28.929218902704,11.5750160956508,38.6235303302036,30.5,37,12,"train"
"GCA_003628145","Trinickia fusca",24.2341865929093,6.90013108265164,34.5493660109202,30.5,42,12,"train"
"GCA_002879855","Trinickia soli",29.0610757105061,12.0477411359559,39.1052542486212,28,40,10,"train"
"GCA_002934455","Trinickia symbiotica",32.1632722472239,16.0940054164601,41.7159576773223,35,43,15,"train"
"GCA_003955735","Undibacterium parvum",17.9754459860412,1.37735424442873,26.6697608185631,22,30,5,"train"
"GCA_003201815","Undibacterium pigrum",21.5636310318918,4.31087728195891,30.878972791739,22,30,4,"train"
"GCA_014202215","Quisquiliibacterium transsilvanicum",36.7768012075282,19.4653708750348,46.5316720740152,27.5,45,10,"train"
"GCA_900107605","Acidovorax soli",28.6413754328275,12.7561495431519,39.5264377021228,30,42,10,"train"
"GCA_003852895","Albitalea terrae",26.4616938938289,10.0330860095275,35.5036255812691,27.5,40,20,"train"
"GCA_000374625","Brachymonas chironomi",37.1798867835539,18.723684365924,47.5037523130546,30,37,18,"train"
"GCA_000429845","Comamonas composti",27.1368148129472,9.79897696190644,37.7996230093728,30,35,15,"train"
"GCA_008801935","Comamonas kerstersii",30.251249926371,13.5870411295098,40.1006783900164,37.5,44,30,"train"
"GCA_014637085","Comamonas phosphati",32.7784255343583,14.6540790827388,42.7001682396119,30,35,4,"train"
"GCA_900107225","Comamonas tsuruhatensis",29.7480286083498,13.0311312572646,40.5688140703308,25,37,3,"train"
"GCA_007996985","Extensimonas vulgaris",38.9941550234288,23.6667271129296,49.5476746709906,48,50,15,"train"
"GCA_003008595","Giesbergeria suum",26.7056470695949,8.62854429299229,37.5058131577154,29,37,4,"train"
"GCA_001761385","Hydrogenophaga crassostreae",24.4475816986164,6.51620721350176,34.1540930895856,25,35,4,"train"
"GCA_006519715","Ideonella azotifigens",24.1568952725569,8.34780017041347,33.6624046487749,7,35,4,"train"
"GCA_001293525","Ideonella_A sakaiensis",38.3608474328244,21.4472404255958,48.7130470742112,33.5,42,15,"train"
"GCA_004362405","Kinneretia asaccharophila",27.8184351942759,10.1203584790441,37.6151913407156,28.5,37,20,"train"
"GCA_017811175","Melaminivora_A jejuensis",32.3112020806157,15.5175104080242,43.4826458252366,33.5,45,15,"train"
"GCA_001598255","Mitsuaria chitosanitabida",25.9450937147363,8.42711007886934,36.2159337362733,25,34,20,"train"
"GCA_002205125","Mitsuaria noduli",25.0732822958627,7.69703075039774,35.1439803819189,27.5,45,4,"train"
"GCA_000422885","Ottowia thiooxydans",27.0189320176909,10.8337981562353,35.9805375443776,26,29,2,"train"
"GCA_004011805","Piscinibacter defluvii",32.0689948604331,15.329656830757,42.5995413906568,7,40,7,"train"
"GCA_014641715","Polaromonas eurypsychrophila",27.6240257706622,10.7227539708348,37.5669934068178,15,20,5,"train"
"GCA_001017435","Polyangium_A brevitalea",37.3087899434122,22.2143438067578,47.226364065641,33.5,42,25,"train"
"GCA_016722785","Ramlibacter monticola",35.0694048029814,18.2357208007744,44.5243514153112,26,37,15,"train"
"GCA_004681965","Ramlibacter rhizophilus",37.1016039646081,19.70873114215,47.0796055643341,32.5,40,10,"train"
"GCA_003387155","Roseateles depolymerans",25.4763947934901,7.8002452136205,35.4077628087822,35,37,20,"train"
"GCA_004363315","Tepidicella xavieri",40.7500890426922,22.673386602649,51.2740383565833,45,55,25,"train"
"GCA_007556755","Tepidimonas fonticaldi",45.2284613137253,28.9426914118578,57.0216968481312,55,60,35,"train"
"GCA_001517285","Thiomonas bhubaneswarensis",34.5197763175863,16.898900289639,45.3432707161198,33.5,45,25,"train"
"GCA_003843835","Tibeticola sediminis",41.2783265905351,25.0489670793772,51.5731941729194,41,55,30,"train"
"GCA_001591345","Variovorax boronicumulans",24.0567199463087,6.82614476575487,35.0501661470818,30,37,4,"train"
"GCA_009906855","Xylophilus rhododendri",27.4605246938663,10.136986714247,37.3335470422481,29,33,4,"train"
"GCA_000521505","Advenella mimigardefordensis",29.3227576404397,11.1724194530333,37.8550466861058,33.5,40,15,"train"
"GCA_004121055","Bordetella_C aloeverae",32.1405945146414,14.3767007171102,41.4346254585896,33.5,42,20,"train"
"GCA_900129885","Candidimonas_A bauzanensis",31.5688985886627,13.5919819099876,41.28725972213,27.5,37,1,"train"
"GCA_013416545","Eoetvoesia caeni",31.7416604162996,14.6747920195462,41.7131123865353,55,70,28,"train"
"GCA_004342005","Paracandidimonas soli",33.4626522241129,15.9232247779914,43.0554894115242,22.5,45,11,"train"
"GCA_900606115","Pigmentiphaga humi",40.66934483125,22.6754981855289,50.0254476924388,24,28,15,"train"
"GCA_014651835","Pigmentiphaga litoralis",30.8055262601011,13.0936813239603,40.0769948226102,27.5,35,4,"train"
"GCA_004153455","Pusillimonas_B ginsengisoli",27.48124612611,9.8375223079534,37.0853805572549,30,40,15,"train"
"GCA_013416515","Pusillimonas_C harenae",27.2348656726374,9.41549764147711,36.7053786767144,30,45,15,"train"
"GCA_900176275","Andreprevotia lacus",28.9369817078033,12.0118062376213,38.8173073629419,30,37,15,"train"
"GCA_000429785","Chitinibacter tainanensis",29.1632108454513,13.3834323920576,38.5591806263258,33.5,40,10,"train"
"GCA_016881405","Deefgea chitinilytica",26.5959403253993,9.1839630523241,34.9757142072503,27.5,37,15,"train"
"GCA_003952345","Iodobacter ciconiae",25.2800991073179,8.02788485389096,33.6163656742351,15,30,4,"train"
"GCA_009856625","Aquitalea denitrificans",26.4793604804026,8.22292185486472,35.8157946755415,30,40,10,"train"
"GCA_003202035","Aquitalea magnusonii",28.1878569063184,9.23381286789026,37.6155955141888,35,45,4,"train"
"GCA_001676875","Chromobacterium subtsugae",32.2381816984614,13.9506781932692,43.0097619112505,26.5,40,4,"train"
"GCA_000971335","Chromobacterium vaccinii",31.9698844637866,13.9907494856493,42.7924423217626,25.5,43,25,"train"
"GCA_900177275","Pseudogulbenkiania subflava",35.5617183927601,17.7260097283643,45.9327086505375,30,42,15,"train"
"GCA_014652335","Vogesella fluminis",31.9790702567484,14.3275956670611,41.8798575013959,25,37,10,"train"
"GCA_018324385","Gallionella kumadai",28.6141866426559,10.8492910079777,36.5142006157783,27.5,37,12,"train"
"GCA_000376945","Leeia oryzae",29.7032422117123,12.0375476963934,38.7962886201258,33.5,40,10,"train"
"GCA_900637855","Neisseria animaloris",30.5404993880804,15.5792415259619,41.5709040726168,20,37,18,"train"
"GCA_002872475","Azoarcus_D pumilum",35.6176176860168,15.4619067897644,44.2339188344868,36,40,15,"train"
"GCA_000429605","Azonexus hydrophilus",28.9088391890438,10.2282948564831,38.050569658514,37.5,40,28,"train"
"GCA_902813185","Denitratisoma oestradiolicum",29.4436837402657,11.9056975749163,37.6054009772502,29,38,4,"train"
"GCA_017311475","Niveibacterium umoris",28.5819399824106,11.5514412578762,37.8134604778162,30,37,10,"train"
"GCA_008274805","Oryzomicrobium terrae",31.9459000781163,14.0216103175429,41.9434732267848,25,45,24,"train"
"GCA_000934545","Rugosibacter aromaticivorans",29.437124828231,12.4009915490049,37.7486438315644,32,35,20,"train"
"GCA_012911495","Tepidiphilus olei",54.2432975497538,34.6191733398698,63.913209710463,55,60,35,"train"
"GCA_006503695","Tepidiphilus succinatimandens",52.4094372840643,34.9225026739797,62.301095934632,55,60,35,"train"
"GCA_003345255","Thauera_A hydrothermalis",38.2728651904812,21.2514103931498,47.9795651238927,47.5,55,37,"train"
"GCA_004801295","Thauera_A nasutitermitis",30.1850390353772,12.0480561548703,40.7912832642093,27.5,37,20,"train"
"GCA_000373965","Uliginosibacterium gangwonense",27.7445325648607,11.9941557183041,36.1255719970407,27.5,35,4,"train"
"GCA_004346685","Sulfurirhabdus autotrophica",28.1221355935031,10.4317927898342,34.9489301444114,18.5,32,0,"train"
"GCA_003967275","Sulfuritortus calidifontis",38.2245577160816,19.5224577858536,47.3707364344834,45,48,15,"test"
"GCA_008014345","Pelomicrobium methylotrophicum",49.6529074674883,33.002447460905,58.0153094193904,50,63,30,"train"
"GCA_016653315","Halochromatium roseum",34.7698080533096,17.085106609732,43.6952060192269,27,35,20,"train"
"GCA_004341245","Plasticicumulans_A lactativorans",36.0558623506594,16.9902267223385,45.5287850862212,40,45,20,"train"
"GCA_003751635","Inmirania thermothiophila",57.6735397759582,41.0776424023872,66.6369909686003,65,68,35,"train"
"GCA_000406185","Dickeya dadantii",31.4893606429724,12.8456698521762,41.4651654594785,37.5,39,28,"train"
"GCA_003594915","Enterobacter chuandaensis",29.8122076944517,9.66136491788368,39.5846232589647,36,42,4,"train"
"GCA_000211415","Enterobacter mori",28.2635158427856,8.29255636331719,37.8471108402199,65,70,28,"train"
"GCA_014644275","Franconibacter pulveris",31.8541049389564,11.320156277643,41.7569106578539,32.5,50,10,"train"
"GCA_000807275","Frischella perrara",36.4525778471899,21.0458105472594,44.4006527057097,37,42,24,"train"
"GCA_002006995","Izhakiella australiensis",28.3374770736819,9.57838332776728,37.3699054048468,27.5,37,10,"train"
"GCA_900115045","Izhakiella capsodis",30.5006088827348,11.499852863648,38.7328677494638,29,37,1,"train"
"GCA_004331415","Kosakonia quasisacchari",29.1495025537353,8.2119799840951,39.1057723590766,36,40,4,"train"
"GCA_002953215","Mixta calida",30.1396762003902,8.81132541959649,39.5868952445686,40.5,44,10,"train"
"GCA_003634275","Orbus hercynius",28.33717232834,9.1959462442738,37.225252293432,25,37,4,"train"
"GCA_000518745","Phaseolibacter flectens",27.6431279703354,10.7647629770988,36.9581862689762,29,44,4,"train"
"GCA_901456055","Phytobacter ursingii",29.4021052321597,8.55717824631792,39.1540108818002,32.5,40,5,"train"
"GCA_002607735","Proteus alimentorum",29.9096019121806,11.4198710472817,38.8819273748611,37,45,10,"train"
"GCA_003144495","Proteus cibarius",30.6357548869447,12.3464498657818,39.6539983583867,30,37,10,"train"
"GCA_020381325","Providencia vermicola",27.632572647789,10.8964917465858,36.9093455903076,39,41,30,"train"
"GCA_900111105","Rosenbergiella nectarea",27.0134606203692,9.73511230230258,36.3643044714761,29,35,4,"train"
"GCA_900101535","Serratia nematodiphila",31.8812129323151,14.2748076368279,42.9933544813422,33.5,42,4,"train"
"GCA_013375155","Serratia ureilytica",32.8821301922487,15.3544375923276,44.0634207371616,25.5,43,8,"train"
"GCA_900111395","Thorsellia anophelis",21.6762805203756,4.93755942274774,29.3024227047483,30,45,15,"train"
"GCA_001908105","Xenorhabdus eapokensis",32.9776563276945,16.1009462278285,42.9365609649953,39.5,40,10,"train"
"GCA_001656035","Yersinia entomophaga",28.129306232364,10.3228527197643,37.6024313633761,33.5,42,25,"train"
"GCA_000819765","Aeromonas bivalvium",27.6908852250761,8.78239540601565,37.6055067430954,33.5,40.5,4,"train"
"GCA_003049725","Oceanimonas marisflavi",29.3841345887789,9.79127252701043,40.2390654789737,32.5,45,4,"train"
"GCA_003986955","Aliidiomarina sedimenti",29.3064081907837,9.50868827946751,39.5812520821305,34,40,4,"train"
"GCA_014652375","Alishewanella tabrizica",25.0924870912893,9.11944946448909,34.212353604069,30,40,10,"train"
"GCA_000378185","Alteromonas chungwhensis",26.8735485777712,8.9176798480412,35.7642426311678,32.5,45,10,"train"
"GCA_010500915","Alteromonas hispanica",20.5220783544987,3.19619101402803,28.6353383729601,32,40,4,"train"
"GCA_003056425","Alteromonas indica",25.1787879316373,7.89434245189145,35.1779620258493,29,37,4,"train"
"GCA_002000025","Cognaticolwellia aestuarii",19.8952186865276,3.03597084834557,27.6475203792565,27.5,32,4,"train"
"GCA_002104455","Cognaticolwellia chukchiensis",23.5728410110264,8.49460980764723,32.0447235557648,24,30,0,"train"
"GCA_002207865","Colwellia marinimaniae",18.9101230586904,2.74990444255298,26.6996401574484,6,6,6,"train"
"GCA_000378625","Colwellia piezophila",18.8617530495117,1.40189738224993,26.7582635872511,10,10,10,"train"
"GCA_000428905","Glaciecola pallidula",19.8488882140375,1.56492555501194,27.3730604765413,12.5,20,2,"train"
"GCA_003987255","Idiomarina ramblicola",31.6938096226389,12.5754643229235,40.8978725511301,32,40,15,"train"
"GCA_003987475","Idiomarina tyrosinivorans",38.1406810136045,19.8540400162404,47.9655131123097,37,40,20,"train"
"GCA_002591895","Lacimicrobium alkaliphilum",28.9911602260118,10.3204912719332,38.8807469458477,27.5,40,4,"train"
"GCA_001565895","Paraglaciecola hydrolytica",20.6018262039056,3.06565192650329,28.750079091742,22.5,28,10,"train"
"GCA_000315055","Paraglaciecola polaris",21.3374723832312,5.33023237907596,30.0573280854354,17.5,30,5,"train"
"GCA_003999375","Pseudidiomarina mangrovi",33.0371928385125,16.947189425466,42.2631539753301,29,40,10,"train"
"GCA_003987105","Pseudidiomarina salinarum",35.3043787331039,16.6591473480065,44.9799543479271,33.5,42,4,"train"
"GCA_003987265","Pseudidiomarina sediminum",31.2937731796066,13.4307134399335,41.1008456102776,35,42,13,"train"
"GCA_004214835","Pseudidiomarina tainanensis",33.482745193053,15.0154246561764,42.2733248345483,32.5,42,10,"train"
"GCA_003987435","Pseudidiomarina taiwanensis",37.7804737399646,19.9397346141469,47.7550343184129,32.5,42,15,"train"
"GCA_014905615","Pseudoalteromonas aliena",17.590737997158,0.935080810119612,26.6483371168295,23.5,29,4,"train"
"GCA_001854475","Pseudoalteromonas byunsanensis",24.4239889366235,9.60860247248306,33.4145251676482,27.5,40,10,"train"
"GCA_001641615","Pseudoalteromonas gelatinilytica",22.480432368734,5.42288570470032,32.3673116727105,32.5,45,15,"train"
"GCA_014642695","Pseudoalteromonas gelatinilytica",22.2617154668326,5.22799223154668,31.9692277984984,28.5,40,10,"train"
"GCA_900116435","Pseudoalteromonas lipolytica",22.9754460165353,5.7544173864486,32.5722212865816,25,37,15,"train"
"GCA_020531985","Rheinheimera aquimaris",25.2414476595973,10.0269871142704,35.6929884472225,33.5,43,4,"train"
"GCA_001752395","Rheinheimera salexigens",21.7774350186012,4.64209668730371,30.7524245665626,34.5,39,4,"train"
"GCA_000428725","Psychromonas aquimarina",22.8113795997947,4.8429849388309,31.4409142357661,22.5,27,5,"train"
"GCA_000420245","Psychromonas hadalis",22.0386124405318,4.65408089997961,30.4060961332444,6,12,2,"train"
"GCA_900100175","Ferrimonas sediminum",26.5689662186314,10.9677972755572,35.7509410732736,26.5,42,16,"train"
"GCA_002282855","Paraferrimonas sedimenticola",28.1400827249825,11.8519044655637,36.8403627297359,27.5,40,15,"train"
"GCA_023284025","Shewanella abyssi",22.2072311864495,6.27182749679814,30.1293836676277,10,18,2,"train"
"GCA_014647215","Shewanella aestuarii",17.9601333575764,0.71372996077238,25.3815253304868,27.5,37,4,"train"
"GCA_000614935","Shewanella algae",26.1314445200548,9.00360792915409,35.4902239911,37,42,10,"train"
"GCA_003966265","Shewanella atlantica",21.698012999864,5.8109010904068,29.7317140643931,10,25,4,"train"
"GCA_003966225","Shewanella canadensis",23.0968143676432,6.69186064286003,31.1322999579901,10,25,4,"train"
"GCA_007567505","Shewanella donghaensis",18.5896012742629,1.68662728896328,26.1234858878478,17,22,5,"train"
"GCA_000019185","Shewanella halifaxensis",20.286436782045,2.78082618807327,28.1958536950719,10,25,4,"train"
"GCA_023284045","Shewanella kaireitica",20.6498638155666,4.19635231710353,28.8144584790991,24.5,28,2,"train"
"GCA_000014885","Shewanella piezotolerans",21.0206476006579,5.24674645915035,28.7414552910946,17.5,28,0,"train"
"GCA_023283895","Shewanella pneumatophori",20.6599411602687,3.44805598500694,29.6692615059889,27,32,4,"train"
"GCA_003855155","Shewanella psychromarinicola",19.7889361976096,2.81138783384965,27.8436582747885,12.5,20,4,"train"
"GCA_002005305","Shewanella psychrophila",19.4851774178603,1.7063178472994,27.5319159423483,12.5,20,0,"train"
"GCA_000018025","Shewanella sediminis",20.7482569015376,4.51354461813681,28.4866506921756,10,25,4,"train"
"GCA_023284005","Shewanella surugensis",20.8661683318293,2.39596680170961,30.0336601882823,13,21,2,"train"
"GCA_021560015","Shewanella vesiculosa",19.6077656780887,2.90190248604452,27.9362421775236,17.5,17.5,17.5,"train"
"GCA_004120195","Enterovibrio baiacu",22.1006052338642,3.54314852007569,31.1606294065082,25,32,10,"test"
"GCA_900167155","Enterovibrio nigricans",23.9453955185184,6.16461369174401,32.0624467090958,21.5,28,15,"test"
"GCA_009910675","Photobacterium alginatilyticum",27.1821380700357,8.57660386402988,36.155652644677,32,50,10,"test"
"GCA_002954455","Photobacterium aquimaris",25.6428130256862,7.15411979991614,34.1020368355712,17.5,37,10,"test"
"GCA_004104355","Photobacterium chitinilyticum",27.1646095565936,9.2861704308207,36.310339087018,24,37,10,"test"
"GCA_003025615","Photobacterium frigidiphilum",23.470244503351,5.45369311063678,32.2372347992995,14,20,6,"train"
"GCA_000940995","Photobacterium gaetbulicola",28.5524762455264,9.61689686638636,38.4050951413478,30,40,10,"test"
"GCA_003025555","Photobacterium lutimaris",27.7848578151088,9.27229406051799,37.198514391565,27.5,41,4,"test"
"GCA_001996165","Salinivibrio proteolyticus",29.05486414981,11.551966535705,41.0204545417348,33.5,45,10,"test"
"GCA_003144035","Vibrio albus",27.6028187655205,10.3251469142101,36.5674588046238,33,37,15,"test"
"GCA_003544875","Vibrio alfacsensis",29.9697139606403,11.856869377344,38.8727476579501,33.5,37,8,"test"
"GCA_009811315","Vibrio atypicus",27.6343488892504,10.0740697840569,36.8576566936113,20,30,16,"test"
"GCA_006538565","Vibrio comitans",26.9937345835057,9.74038129489493,36.5885913000755,17,30,4,"test"
"GCA_002749895","Vibrio fujianensis",28.1868440891209,10.6263910810901,37.5195254515227,30,42,10,"test"
"GCA_000967545","Vibrio galatheae",29.6395965729166,12.2377297504109,38.8644414903751,30,40,15,"test"
"GCA_024346875","Vibrio gallicus",25.8253136136199,9.88311770931013,35.1947862676896,22.5,30,15,"test"
"GCA_002934045","Vibrio gangliei",29.6625429586849,11.7218239997929,40.1002635995981,37,50,10,"test"
"GCA_024347515","Vibrio gigantis",24.53158396047,6.80979051730026,33.9166047604607,4,30,4,"train"
"GCA_006538525","Vibrio inusitatus",26.2536861815228,9.92371802960497,35.4942611073316,17,30,4,"test"
"GCA_000400365","Vibrio jasicida",28.499535881356,10.4489666941822,37.5664035907453,31,37,10,"test"
"GCA_000426765","Vibrio litoralis",27.4136921723793,10.1054810486898,36.9475463681036,27.5,45,4,"test"
"GCA_000400325","Vibrio owensii",29.1182870786531,10.9213990457268,38.0830016601845,26,42,7,"test"
"GCA_900089845","Vibrio splendidus",24.1001651523168,6.26323070353973,33.5883512795775,20,30,4,"test"
"GCA_900100015","Vibrio xiamenensis",26.9844880967167,9.36656465768206,36.6330866880797,33.5,40,15,"test"
"GCA_003716875","Vibrio zhugei",27.133476446416,11.2834942964817,37.6203279637989,22.5,37,8,"test"
"GCA_023555375","Guyparkeria hydrothermalis",38.1773325288793,17.4664958941148,47.3201869165733,37.5,45,11,"train"
"GCA_000024765","Halothiobacillus neapolitanus",32.2594611862651,14.9112148916715,41.1799262256912,30,39,8,"train"
"GCA_000934725","Methyloterricola oryzae",30.7328965101961,14.2055565084018,37.6226349138569,32,45,15,"train"
"GCA_000733935","Methylomarinum vadi",38.635198325623,21.944226417437,45.8026696853454,40,44,20,"train"
"GCA_000527095","Methylomicrobium lacus",29.6496109306433,14.5149882150029,37.1171850907071,29,35,4,"train"
"GCA_008632455","Methylomonas rhizoryzae",27.3480473651287,10.2235238015621,34.2694903070496,29,37,16,"train"
"GCA_900113085","Fontimonas thermophila",43.3111065270404,27.6340364135916,52.5246612173561,47.5,60,37,"train"
"GCA_000711955","Nevskia soli",30.0603378545412,14.4594683483307,38.8461096988779,26.5,30,15,"train"
"GCA_003732545","Salinisphaera halophila",31.5669469386967,13.6350840507407,42.8087591606484,27.5,40,15,"train"
"GCA_002312815","Agaribacterium haliotis",23.41101650538,6.1729899431628,30.7358948408387,29,40,16,"train"
"GCA_000377745","Gilvimarinus chinensis",28.2738587829681,11.5190308847182,37.4437506413413,29,40,4,"train"
"GCA_003762925","Marinimicrobium koreense",33.6628004677735,14.9003242471438,43.4823737231648,37.5,45,10,"train"
"GCA_900129095","Microbulbifer donghaiensis",36.1158704879052,17.0599700343749,45.3019060520348,36,40,20,"train"
"GCA_900107725","Microbulbifer marinus",37.6524541631549,18.8997932989347,47.2658052060701,27.5,40,15,"train"
"GCA_900112305","Microbulbifer thermotolerans",37.3106819530221,19.0857679245849,46.6508042207223,46,49,40,"train"
"GCA_900100355","Microbulbifer yueqingensis",39.0429215892013,20.0602512792689,48.5184680869896,33.5,45,15,"train"
"GCA_000379165","Teredinibacter turnerae",25.5503626200272,8.60866318809242,32.942698767943,32.5,35,20,"train"
"GCA_000381645","Teredinibacter turnerae_B",27.3474428842879,10.4551553866485,34.8654482146035,32.5,35,20,"train"
